# Northern Territory
130.7111 -12.42312
130.72601 -12.42828
130.74664 -12.42719
130.75857 -12.43675
130.76518 -12.45015
130.75865 -12.46473
130.76292 -12.48065
130.77792 -12.47459
130.77286 -12.49045
130.77776 -12.5097
130.77142 -12.5265
130.77376 -12.54552
130.76708 -12.56011
130.78059 -12.56853
130.77528 -12.59101
130.78425 -12.60507
130.78952 -12.58197
130.78867 -12.56175
130.79318 -12.54425
130.81145 -12.5502
130.8117 -12.57346
130.82376 -12.55847
130.84051 -12.56389
130.84785 -12.57778
130.85919 -12.58806
130.86702 -12.6021
130.8697 -12.62166
130.87944 -12.63206
130.88623 -12.64725
130.89894 -12.6547
130.88934 -12.64213
130.88321 -12.62719
130.88164 -12.60694
130.90018 -12.60844
130.92018 -12.60829
130.93449 -12.61632
130.94086 -12.63249
130.95395 -12.64736
130.95567 -12.62826
130.9487 -12.61248
130.93884 -12.60067
130.92538 -12.58252
130.90763 -12.57492
130.88729 -12.57568
130.87869 -12.55972
130.87569 -12.54027
130.86653 -12.52678
130.86024 -12.51256
130.87499 -12.51856
130.89433 -12.5171
130.91253 -12.51507
130.92896 -12.51989
130.93316 -12.53594
130.94925 -12.54073
130.96657 -12.53729
130.95337 -12.52996
130.94199 -12.51453
130.93658 -12.49931
130.92969 -12.48589
130.91047 -12.48213
130.89595 -12.48772
130.894 -12.46962
130.87729 -12.46355
130.86448 -12.4555
130.85092 -12.46319
130.83296 -12.45963
130.81714 -12.45425
130.8318 -12.44369
130.83559 -12.42664
130.82859 -12.41193
130.84157 -12.40465
130.84796 -12.39091
130.85276 -12.37407
130.8646 -12.36587
130.87274 -12.35295
130.88327 -12.34333
130.89367 -12.33203
130.90899 -12.3374
130.92341 -12.3433
130.94303 -12.34206
130.95777 -12.34778
130.97447 -12.34375
130.99098 -12.34744
131.00536 -12.35368
131.01971 -12.36042
131.03853 -12.36326
131.03262 -12.34815
131.02432 -12.33559
131.03521 -12.32592
131.0147 -12.32549
131.01595 -12.30365
131.02071 -12.28598
131.02627 -12.26759
131.02995 -12.24248
131.02606 -12.22608
131.01421 -12.21707
131.00271 -12.20556
130.99563 -12.19092
130.99492 -12.16909
131.00606 -12.15849
131.02155 -12.15267
131.03707 -12.1454
131.0511 -12.15922
131.06399 -12.16672
131.07714 -12.15905
131.09177 -12.15332
131.11311 -12.15544
131.11423 -12.17517
131.1265 -12.18294
131.14791 -12.17989
131.15851 -12.16946
131.1689 -12.17935
131.17623 -12.19269
131.18734 -12.20231
131.20057 -12.20909
131.21097 -12.22039
131.21831 -12.23536
131.23368 -12.22563
131.25046 -12.23005
131.24521 -12.21512
131.22924 -12.21037
131.23356 -12.19304
131.24596 -12.17879
131.25188 -12.16471
131.24937 -12.14676
131.25484 -12.12926
131.26345 -12.11694
131.27051 -12.10366
131.26685 -12.08238
131.27355 -12.06676
131.28408 -12.05415
131.295 -12.0436
131.29897 -12.06249
131.30604 -12.07744
131.31662 -12.08759
131.314 -12.10819
131.32155 -12.12213
131.31389 -12.13619
131.32285 -12.14839
131.31669 -12.16275
131.32068 -12.19075
131.33031 -12.20753
131.34107 -12.22121
131.35392 -12.23379
131.36625 -12.2442
131.38054 -12.25389
131.39446 -12.26234
131.4196 -12.27343
131.43674 -12.27819
131.45559 -12.28185
131.47439 -12.28365
131.49504 -12.28365
131.51471 -12.283
131.53306 -12.28104
131.55089 -12.27822
131.57395 -12.27941
131.59917 -12.28302
131.61913 -12.28338
131.63959 -12.28399
131.65784 -12.28594
131.6792 -12.28376
131.69629 -12.28056
131.71673 -12.27711
131.73697 -12.27567
131.75496 -12.2735
131.77057 -12.26829
131.78636 -12.26132
131.80324 -12.25499
131.82626 -12.24726
131.83937 -12.23942
131.85488 -12.22903
131.86998 -12.2174
131.88821 -12.21462
131.90176 -12.22288
131.90766 -12.23943
131.91582 -12.2523
131.93033 -12.2674
131.94817 -12.27711
131.9643 -12.28172
131.98106 -12.28514
132.00121 -12.28833
132.01751 -12.29638
132.05021 -12.30052
132.06835 -12.30288
132.07592 -12.28769
132.08916 -12.28056
132.10489 -12.27304
132.11986 -12.26534
132.13247 -12.25658
132.14496 -12.24679
132.16068 -12.22967
132.16934 -12.21377
132.18792 -12.21157
132.20364 -12.2062
132.21766 -12.19816
132.22692 -12.18698
132.23362 -12.17312
132.25358 -12.17115
132.2642 -12.18394
132.26463 -12.206
132.27322 -12.2178
132.2788 -12.23265
132.27291 -12.24717
132.26815 -12.26507
132.2777 -12.25373
132.28408 -12.23801
132.28851 -12.21995
132.30378 -12.21387
132.31959 -12.20958
132.33488 -12.20182
132.3544 -12.20038
132.36392 -12.21326
132.37707 -12.2257
132.3881 -12.23658
132.39079 -12.25499
132.39541 -12.27146
132.40205 -12.28578
132.41209 -12.29617
132.42347 -12.30604
132.41845 -12.32193
132.4024 -12.32936
132.39086 -12.34118
132.38281 -12.354
132.37306 -12.36963
132.37489 -12.39003
132.38616 -12.40347
132.39652 -12.41539
132.38828 -12.39558
132.37991 -12.38357
132.38487 -12.36801
132.39666 -12.35712
132.41073 -12.34516
132.42315 -12.33589
132.43835 -12.32369
132.44593 -12.30885
132.43832 -12.2872
132.42399 -12.26902
132.41764 -12.25269
132.41664 -12.23198
132.41578 -12.21218
132.41845 -12.19307
132.42669 -12.17721
132.43399 -12.16378
132.43948 -12.14822
132.45584 -12.14317
132.47555 -12.13885
132.49279 -12.13429
132.5111 -12.12491
132.53305 -12.11264
132.54841 -12.1009
132.55505 -12.08589
132.56706 -12.09765
132.58079 -12.10813
132.59564 -12.11796
132.61172 -12.12385
132.62928 -12.12649
132.65379 -12.12827
132.6712 -12.13455
132.68691 -12.1452
132.70309 -12.14907
132.72216 -12.14808
132.73878 -12.14377
132.76087 -12.15187
132.77085 -12.16328
132.78405 -12.17472
132.76988 -12.15601
132.7604 -12.14286
132.74487 -12.13542
132.71966 -12.13743
132.70091 -12.13339
132.68792 -12.11826
132.67045 -12.10521
132.65493 -12.09732
132.63301 -12.09052
132.62351 -12.07483
132.62567 -12.0544
132.62228 -12.03253
132.61875 -12.01504
132.62429 -11.99855
132.62886 -11.98086
132.63455 -11.95933
132.63888 -11.94158
132.6387 -11.91897
132.64155 -11.90062
132.65253 -11.89157
132.66581 -11.88417
132.68018 -11.87658
132.65425 -11.88386
132.64543 -11.87267
132.64544 -11.85212
132.64076 -11.83284
132.63215 -11.81634
132.61886 -11.8083
132.59893 -11.80668
132.58885 -11.79542
132.58242 -11.78127
132.59286 -11.77155
132.60734 -11.76397
132.62121 -11.75731
132.62838 -11.74192
132.64063 -11.73112
132.65086 -11.71884
132.65318 -11.69989
132.65635 -11.68072
132.6712 -11.66859
132.69123 -11.66815
132.71194 -11.67125
132.70118 -11.66113
132.68295 -11.6593
132.66564 -11.65493
132.64765 -11.64877
132.62937 -11.651
132.63273 -11.63315
132.6152 -11.63625
132.59789 -11.64125
132.58303 -11.6298
132.56658 -11.61822
132.55155 -11.61218
132.54432 -11.59775
132.53691 -11.58484
132.55667 -11.58767
132.54908 -11.5741
132.55549 -11.55941
132.53837 -11.55465
132.52482 -11.54527
132.52833 -11.52757
132.51301 -11.51985
132.5012 -11.51055
132.49609 -11.49422
132.50788 -11.48283
132.52186 -11.47455
132.50404 -11.47738
132.48933 -11.48485
132.47386 -11.47761
132.46415 -11.46224
132.44613 -11.45557
132.42901 -11.4519
132.40939 -11.45362
132.38938 -11.45252
132.3724 -11.44706
132.35635 -11.44263
132.33772 -11.4475
132.32221 -11.45501
132.30602 -11.46369
132.28634 -11.46438
132.26649 -11.46088
132.2512 -11.45597
132.23289 -11.45835
132.2187 -11.46471
132.20706 -11.47458
132.1977 -11.48674
132.18209 -11.4926
132.16348 -11.49757
132.15026 -11.50481
132.14398 -11.51884
132.12686 -11.51537
132.12142 -11.53022
132.1029 -11.53188
132.07894 -11.53023
132.06355 -11.52086
132.05902 -11.50184
132.04455 -11.49259
132.03533 -11.48107
132.03097 -11.46162
132.04907 -11.45969
132.05926 -11.44711
132.05447 -11.43151
132.04281 -11.42124
132.0251 -11.42519
132.00613 -11.43107
131.98881 -11.42697
131.99304 -11.41111
131.97477 -11.40885
131.95651 -11.40633
131.94259 -11.39872
131.95312 -11.38588
131.97219 -11.38303
131.96769 -11.36649
131.97586 -11.35389
131.96607 -11.34288
131.95129 -11.3524
131.93371 -11.35735
131.92056 -11.35032
131.92767 -11.33638
131.94105 -11.32882
131.92217 -11.32538
131.90821 -11.31825
131.89163 -11.31251
131.87895 -11.30228
131.86515 -11.29548
131.84994 -11.30088
131.83969 -11.31442
131.82144 -11.31866
131.80346 -11.32187
131.78289 -11.32466
131.768 -11.31786
131.7591 -11.3019
131.77215 -11.31083
131.77854 -11.29511
131.79795 -11.2978
131.80734 -11.28557
131.7969 -11.27439
131.81011 -11.26614
131.82298 -11.27436
131.83837 -11.28104
131.85563 -11.2773
131.84835 -11.26355
131.83944 -11.24971
131.82945 -11.23322
131.8166 -11.22179
131.82255 -11.20694
131.831 -11.21889
131.84677 -11.22421
131.85499 -11.21221
131.86868 -11.21978
131.87602 -11.23488
131.88197 -11.21965
131.87762 -11.20181
131.88323 -11.18208
131.89683 -11.19094
131.90396 -11.20637
131.91163 -11.22191
131.92065 -11.2338
131.93206 -11.24404
131.94221 -11.25434
131.95538 -11.24733
131.96163 -11.23215
131.98095 -11.23114
131.98451 -11.21409
131.97331 -11.20255
131.96728 -11.18792
131.97129 -11.17151
131.98297 -11.18105
131.98811 -11.16376
131.9804 -11.14541
131.97311 -11.12933
131.99223 -11.12643
132.00952 -11.13082
132.01701 -11.14422
132.02246 -11.15951
132.0286 -11.17507
132.03533 -11.18879
132.04658 -11.19963
132.05836 -11.19086
132.07049 -11.18095
132.07432 -11.19763
132.07839 -11.21377
132.08453 -11.23036
132.10104 -11.22667
132.1099 -11.2138
132.11491 -11.23445
132.10675 -11.24867
132.09741 -11.26121
132.10456 -11.2751
132.11523 -11.28453
132.10436 -11.29553
132.10771 -11.31231
132.10124 -11.32694
132.11294 -11.3373
132.1233 -11.35024
132.12548 -11.33037
132.12959 -11.3096
132.13763 -11.29689
132.14123 -11.31535
132.15637 -11.32238
132.14991 -11.33728
132.14715 -11.35465
132.15238 -11.37047
132.15861 -11.3856
132.16215 -11.40412
132.16979 -11.42018
132.18257 -11.41163
132.17578 -11.39801
132.18817 -11.40664
132.19845 -11.41704
132.20829 -11.40548
132.20005 -11.39364
132.19132 -11.38234
132.18438 -11.36769
132.19084 -11.35333
132.20838 -11.36244
132.22149 -11.37043
132.23121 -11.35903
132.23712 -11.34418
132.23062 -11.32981
132.22145 -11.31791
132.2104 -11.30766
132.19453 -11.30166
132.18286 -11.31591
132.1923 -11.2992
132.1932 -11.27975
132.19302 -11.25958
132.18589 -11.24586
132.19578 -11.23435
132.19833 -11.21513
132.188 -11.20458
132.17712 -11.19455
132.16487 -11.18474
132.16424 -11.16408
132.14971 -11.15554
132.14489 -11.13923
132.13777 -11.12573
132.15669 -11.12796
132.17753 -11.12832
132.1907 -11.13566
132.19265 -11.15513
132.2019 -11.16937
132.21125 -11.1836
132.22596 -11.18992
132.23924 -11.19736
132.24015 -11.21666
132.25004 -11.2283
132.25688 -11.24213
132.26231 -11.25958
132.27624 -11.26773
132.2863 -11.25741
132.28325 -11.23994
132.27487 -11.22723
132.26602 -11.21549
132.27429 -11.20093
132.26815 -11.187
132.27552 -11.17411
132.2879 -11.16609
132.30398 -11.17209
132.32026 -11.16785
132.32864 -11.15383
132.33961 -11.14113
132.33615 -11.12366
132.34475 -11.1382
132.35771 -11.15013
132.35893 -11.17215
132.36587 -11.18804
132.37794 -11.20127
132.382 -11.22011
132.38063 -11.2439
132.37675 -11.26062
132.37618 -11.28034
132.38734 -11.29096
132.40371 -11.28481
132.4058 -11.26662
132.4232 -11.26178
132.41798 -11.24336
132.42149 -11.22539
132.43312 -11.21508
132.45098 -11.21784
132.45928 -11.23038
132.46876 -11.24466
132.47672 -11.25817
132.49066 -11.26605
132.50671 -11.27198
132.49627 -11.28426
132.48707 -11.30001
132.50205 -11.29461
132.51286 -11.30391
132.50642 -11.31806
132.51344 -11.33222
132.52035 -11.34545
132.53594 -11.34065
132.5501 -11.34743
132.5572 -11.36571
132.57028 -11.37303
132.57989 -11.3871
132.5906 -11.39906
132.60427 -11.40714
132.62243 -11.41146
132.63069 -11.42432
132.63598 -11.44053
132.63404 -11.46231
132.6396 -11.48154
132.64762 -11.49451
132.65948 -11.51001
132.6764 -11.51833
132.6932 -11.51461
132.70964 -11.52309
132.72811 -11.52145
132.73976 -11.51043
132.74722 -11.49758
132.76202 -11.48929
132.77407 -11.47436
132.78193 -11.46032
132.79772 -11.44423
132.81462 -11.43497
132.82438 -11.42258
132.82739 -11.40329
132.84229 -11.39521
132.85726 -11.40535
132.86703 -11.41627
132.87878 -11.42482
132.90069 -11.42161
132.90228 -11.39966
132.90919 -11.38615
132.90098 -11.37433
132.89227 -11.36266
132.8825 -11.35229
132.87033 -11.34282
132.88061 -11.33308
132.89579 -11.33948
132.91296 -11.33564
132.92549 -11.34386
132.93234 -11.36159
132.94564 -11.36879
132.94949 -11.38541
132.95825 -11.39827
132.96653 -11.41449
132.98066 -11.42109
132.99719 -11.42527
133.00811 -11.43522
133.01478 -11.4486
133.02139 -11.46302
133.0292 -11.47678
133.0366 -11.4899
133.04574 -11.50352
133.05789 -11.51282
133.0728 -11.51813
133.07282 -11.5402
133.07452 -11.56413
133.08306 -11.57867
133.09184 -11.59131
133.09875 -11.60865
133.10449 -11.6235
133.1132 -11.64525
133.12341 -11.65643
133.1303 -11.6702
133.13906 -11.68441
133.14678 -11.699
133.15689 -11.71018
133.17044 -11.71786
133.18592 -11.72333
133.20894 -11.72868
133.22894 -11.73298
133.24925 -11.73283
133.26663 -11.7267
133.28026 -11.71968
133.29195 -11.70944
133.31197 -11.70197
133.32724 -11.6956
133.3465 -11.69816
133.35332 -11.71604
133.34076 -11.72709
133.32356 -11.72363
133.31128 -11.73201
133.3098 -11.75142
133.31581 -11.76621
133.33424 -11.76806
133.35243 -11.76523
133.36038 -11.77792
133.37419 -11.77165
133.38034 -11.75574
133.38971 -11.74283
133.40111 -11.73286
133.41527 -11.74058
133.41341 -11.75934
133.39729 -11.7643
133.4064 -11.77834
133.42838 -11.77749
133.44759 -11.77911
133.45441 -11.79813
133.47168 -11.79286
133.48116 -11.7819
133.50119 -11.78204
133.51479 -11.77381
133.52563 -11.76416
133.53969 -11.77041
133.53278 -11.78784
133.53157 -11.8072
133.52438 -11.82219
133.52733 -11.83925
133.52063 -11.85428
133.51488 -11.86858
133.53139 -11.86161
133.53758 -11.84553
133.54306 -11.82988
133.55484 -11.82132
133.56338 -11.8084
133.58397 -11.80894
133.60495 -11.81105
133.60188 -11.82844
133.6093 -11.84275
133.62256 -11.83538
133.63802 -11.82705
133.65642 -11.82345
133.66345 -11.80628
133.6754 -11.79326
133.66765 -11.78054
133.69136 -11.78363
133.71988 -11.78419
133.73955 -11.78309
133.75937 -11.77129
133.7735 -11.76267
133.7782 -11.74577
133.78624 -11.733
133.80414 -11.72993
133.82639 -11.72845
133.84286 -11.73757
133.85377 -11.74999
133.86932 -11.75466
133.89134 -11.75627
133.90651 -11.74949
133.92311 -11.7565
133.93271 -11.76717
133.91533 -11.77453
133.90582 -11.78567
133.90179 -11.80182
133.8913 -11.81149
133.87506 -11.80676
133.85556 -11.80935
133.84365 -11.81923
133.83447 -11.8334
133.82407 -11.84316
133.83164 -11.85783
133.83914 -11.87693
133.8577 -11.87874
133.86745 -11.89104
133.87732 -11.90117
133.89128 -11.90991
133.91084 -11.90901
133.92426 -11.91654
133.94135 -11.91194
133.95757 -11.90783
133.97488 -11.89954
133.98914 -11.89172
133.99719 -11.87841
134.00449 -11.86459
134.02461 -11.86016
134.04536 -11.86191
134.06171 -11.86777
134.06317 -11.88975
134.07471 -11.89874
134.06975 -11.91511
134.07256 -11.93248
134.08685 -11.92629
134.10362 -11.92075
134.11154 -11.90836
134.12083 -11.89666
134.13336 -11.90425
134.14052 -11.92347
134.15039 -11.93832
134.16188 -11.94909
134.1758 -11.95613
134.17007 -11.97196
134.15318 -11.96822
134.15349 -11.98884
134.16554 -11.99854
134.18196 -11.99407
134.18108 -12.01458
134.1908 -12.02747
134.18628 -12.04319
134.179 -12.06015
134.17183 -12.0802
134.16307 -12.09911
134.16847 -12.11448
134.17532 -12.12817
134.18121 -12.11349
134.19075 -12.09849
134.19434 -12.08
134.20319 -12.06678
134.2132 -12.05574
134.22388 -12.04411
134.23997 -12.03867
134.25424 -12.03255
134.25294 -12.01375
134.24963 -11.99502
134.26585 -11.98763
134.28423 -11.98367
134.29495 -11.99308
134.30674 -12.00911
134.31874 -12.0182
134.33104 -12.02632
134.34769 -12.0396
134.36224 -12.04676
134.37968 -12.04976
134.39655 -12.05306
134.41147 -12.06345
134.42943 -12.06647
134.44987 -12.06744
134.47017 -12.06813
134.4884 -12.07158
134.50948 -12.06977
134.53395 -12.06602
134.55038 -12.06181
134.56964 -12.05576
134.58133 -12.0666
134.59099 -12.07853
134.60234 -12.08728
134.59381 -12.07398
134.59705 -12.05559
134.60968 -12.04779
134.62942 -12.0342
134.64244 -12.02662
134.65718 -12.01563
134.66744 -12.00196
134.67556 -11.98662
134.68477 -11.9716
134.70104 -11.96679
134.71819 -11.96203
134.73769 -11.96031
134.74857 -11.94909
134.76371 -11.95529
134.76662 -11.97298
134.76572 -11.99219
134.77265 -12.00549
134.78306 -12.01597
134.790155 -12.03384
134.79852 -12.0494
134.8203 -12.05544
134.84037 -12.05806
134.84455 -12.07543
134.84095 -12.09192
134.84203 -12.11379
134.85102 -12.12519
134.86395 -12.1324
134.88167 -12.1348
134.89435 -12.14458
134.90971 -12.15256
134.92589 -12.14534
134.94773 -12.14653
134.96053 -12.15441
134.97658 -12.16298
134.98667 -12.17568
134.99329 -12.19304
135.00118 -12.20804
135.01162 -12.22077
135.02651 -12.23091
135.03837 -12.24068
135.05073 -12.25467
135.07285 -12.25646
135.08785 -12.25092
135.10335 -12.24549
135.11985 -12.24082
135.13845 -12.24303
135.15389 -12.24791
135.16228 -12.25957
135.17476 -12.26748
135.18491 -12.27762
135.19855 -12.28592
135.21142 -12.29459
135.22263 -12.30657
135.23874 -12.31149
135.22664 -12.3032
135.23607 -12.28974
135.254 -12.2831
135.26253 -12.26915
135.26886 -12.25493
135.29 -12.25664
135.3113 -12.25727
135.32702 -12.25177
135.34273 -12.2466
135.35291 -12.23096
135.36017 -12.21391
135.37581 -12.19751
135.38875 -12.18327
135.41419 -12.18313
135.43358 -12.17843
135.44443 -12.16349
135.4618 -12.1576
135.48093 -12.15849
135.49248 -12.14741
135.51101 -12.14531
135.53043 -12.1501
135.54195 -12.14092
135.55665 -12.13052
135.57064 -12.12224
135.58059 -12.10741
135.587 -12.08933
135.60042 -12.08192
135.61121 -12.0724
135.62552 -12.0657
135.64182 -12.05606
135.64989 -12.04253
135.6646 -12.03669
135.68294 -12.03496
135.69339 -12.02479
135.71245 -12.0197
135.72533 -12.01109
135.74412 -12.00909
135.76207 -12.0047
135.77622 -11.9962
135.79805 -11.98572
135.81475 -11.9797
135.83497 -11.97802
135.84983 -11.97227
135.86542 -11.96779
135.88572 -11.96614
135.89941 -11.95742
135.89346 -11.97328
135.88275 -11.98275
135.86664 -11.97787
135.84925 -11.9809
135.8315 -11.98459
135.83019 -12.00331
135.81798 -12.01225
135.80616 -12.02123
135.79538 -12.03239
135.78107 -12.0385
135.76986 -12.05074
135.76252 -12.064
135.75792 -12.0798
135.74413 -12.09129
135.72875 -12.09664
135.71538 -12.10362
135.70736 -12.11569
135.6978 -12.12852
135.68436 -12.13734
135.66951 -12.15018
135.6542 -12.15662
135.65143 -12.17475
135.65169 -12.19477
135.65709 -12.21152
135.66556 -12.22691
135.67559 -12.23942
135.68548 -12.24992
135.69962 -12.25737
135.71345 -12.26699
135.72165 -12.28178
135.71506 -12.29688
135.70767 -12.30977
135.72461 -12.29957
135.73507 -12.2869
135.7427 -12.2705
135.75298 -12.26054
135.76824 -12.25578
135.78046 -12.24565
135.77782 -12.22797
135.78887 -12.21693
135.80308 -12.20755
135.8169 -12.20111
135.82348 -12.18688
135.83945 -12.18205
135.8546 -12.17588
135.86947 -12.16905
135.87691 -12.15383
135.88128 -12.1701
135.88975 -12.18271
135.90157 -12.17139
135.91002 -12.15888
135.92118 -12.1493
135.92901 -12.16251
135.9339 -12.14611
135.94817 -12.14004
135.95742 -12.15145
135.96465 -12.1383
135.97917 -12.1319
135.99287 -12.12333
136.00207 -12.10909
135.99717 -12.09294
136.00964 -12.08258
136.02545 -12.07743
136.04046 -12.06994
136.03645 -12.08628
136.02418 -12.09474
136.01951 -12.1113
136.01162 -12.1243
135.99986 -12.13356
135.99014 -12.14461
135.98191 -12.15663
135.97719 -12.17303
135.96901 -12.18532
135.95414 -12.19204
135.94134 -12.20278
135.93255 -12.21409
135.93113 -12.23493
135.94671 -12.24285
135.95669 -12.25329
135.96264 -12.26846
135.97887 -12.27323
135.99872 -12.26947
136.00704 -12.25397
136.01316 -12.23925
136.03654 -12.23786
136.05723 -12.24104
136.0561 -12.26063
136.04748 -12.27205
136.03069 -12.27852
136.02762 -12.29632
136.01169 -12.28819
136.01713 -12.307
136.01233 -12.32524
136.00493 -12.33785
135.99991 -12.35404
135.9856 -12.36049
135.97466 -12.37225
135.97307 -12.39103
135.96695 -12.40705
135.97667 -12.39487
135.99402 -12.39931
136.01371 -12.39614
136.00792 -12.41135
136.00118 -12.42578
135.99623 -12.44346
136.00469 -12.45563
136.01708 -12.46595
136.01429 -12.48598
136.02898 -12.47751
136.045265 -12.4729
136.047 -12.45417
136.05634 -12.44101
136.06789 -12.43082
136.07325 -12.44702
136.08538 -12.45765
136.10309 -12.45498
136.10766 -12.43923
136.11835 -12.44868
136.135 -12.44449
136.14871 -12.43765
136.16018 -12.44666
136.16357 -12.46357
136.18257 -12.46522
136.20333 -12.4666
136.21853 -12.46137
136.22775 -12.47224
136.23606 -12.4543
136.24865 -12.44572
136.26138 -12.43834
136.2738 -12.42884
136.28497 -12.41973
136.29484 -12.40916
136.30583 -12.39766
136.31134 -12.38309
136.30442 -12.36979
136.31246 -12.35781
136.32383 -12.34631
136.33241 -12.32891
136.32664 -12.31175
136.33929 -12.30328
136.34811 -12.29086
136.35371 -12.27629
136.34324 -12.26669
136.35908 -12.25729
136.37538 -12.25249
136.36059 -12.2428
136.35636 -12.2247
136.34764 -12.21074
136.33448 -12.20363
136.31631 -12.21035
136.29627 -12.20606
136.27925 -12.20912
136.25544 -12.21151
136.23114 -12.21395
136.22438 -12.19705
136.21429 -12.18587
136.20014 -12.19244
136.17837 -12.19221
136.16845 -12.18194
136.17517 -12.16792
136.19081 -12.16129
136.20571 -12.15536
136.21698 -12.1455
136.22392 -12.13234
136.23196 -12.11787
136.24626 -12.11103
136.25241 -12.09451
136.26094 -12.08004
136.26803 -12.06487
136.28277 -12.05819
136.29818 -12.05155
136.31994 -12.05194
136.33195 -12.06056
136.34111 -12.04956
136.34831 -12.03591
136.35723 -12.02458
136.37031 -12.01757
136.38431 -12.00999
136.39056 -11.99024
136.39938 -11.97827
136.41061 -11.96638
136.42247 -11.95781
136.43096 -11.97094
136.44142 -11.95825
136.44717 -11.94108
136.46347 -11.94957
136.48225 -11.95104
136.50117 -11.94915
136.51084 -11.93881
136.52723 -11.93352
136.53092 -11.91619
136.54711 -11.92294
136.56431 -11.9152
136.5735 -11.90419
136.56286 -11.89416
136.58186 -11.903
136.57612 -11.9192
136.56361 -11.92833
136.55276 -11.93929
136.53776 -11.94528
136.52072 -11.95075
136.50488 -11.95615
136.48385 -11.96036
136.46864 -11.9701
136.47073 -11.99092
136.45961 -11.97996
136.4488 -11.9893
136.45768 -12.00097
136.47337 -12.00804
136.48164 -12.02107
136.49075 -12.03253
136.49766 -12.01763
136.50558 -12.00334
136.51156 -11.98898
136.52998 -11.99208
136.53718 -12.01792
136.54328 -12.03502
136.54942 -12.04899
136.55575 -12.06631
136.56304 -12.07972
136.57736 -12.08647
136.58981 -12.09421
136.58189 -12.10657
136.58546 -12.12353
136.5811 -12.14015
136.58465 -12.16475
136.59201 -12.17751
136.59921 -12.19168
136.60449 -12.20738
136.61685 -12.21799
136.63439 -12.22917
136.6463 -12.23729
136.64588 -12.26007
136.65365 -12.27413
136.66484 -12.28339
136.68286 -12.28051
136.6986 -12.28535
136.7153 -12.2814
136.72105 -12.26677
136.73493 -12.27477
136.74624 -12.26531
136.75349 -12.25176
136.76474 -12.24258
136.75358 -12.23267
136.74776 -12.21762
136.73289 -12.22293
136.7234 -12.21181
136.71438 -12.19853
136.69982 -12.19037
136.68194 -12.19618
136.69389 -12.1858
136.71507 -12.18589
136.72802 -12.17848
136.74302 -12.17042
136.75915 -12.16516
136.77912 -12.16135
136.78834 -12.17919
136.7985 -12.19008
136.80841 -12.20243
136.82131 -12.21249
136.84167 -12.21387
136.86158 -12.21455
136.87455 -12.22368
136.882 -12.24001
136.89447 -12.24762
136.90287 -12.25993
136.90113 -12.27876
136.9207 -12.2776
136.92738 -12.29284
136.93157 -12.30892
136.94023 -12.32377
136.92988 -12.33366
136.91551 -12.34471
136.90632 -12.35611
136.89021 -12.36327
136.87602 -12.3695
136.89437 -12.36655
136.91195 -12.36312
136.91885 -12.34973
136.93782 -12.35627
136.95712 -12.35429
136.96501 -12.34002
136.97885 -12.34621
136.96839 -12.35768
136.96327 -12.37279
136.94569 -12.36912
136.93041 -12.37726
136.91595 -12.383
136.90249 -12.38998
136.89303 -12.40165
136.88348 -12.41614
136.8704 -12.42507
136.85731 -12.43791
136.84703 -12.44986
136.83738 -12.46088
136.82765 -12.47277
136.81364 -12.49049
136.80575 -12.50261
136.7951 -12.51211
136.78202 -12.52148
136.77383 -12.5333
136.77247 -12.55305
136.76393 -12.53917
136.76602 -12.52088
136.77558 -12.50812
136.78575 -12.49664
136.7964 -12.47856
136.79592 -12.4585
136.7857 -12.44821
136.76942 -12.45715
136.75802 -12.46753
136.74346 -12.47416
136.72697 -12.48059
136.72564 -12.50102
136.73783 -12.50918
136.72993 -12.52279
136.73868 -12.53513
136.7413 -12.55468
136.75465 -12.56184
136.76208 -12.57465
136.7427 -12.57564
136.72891 -12.5843
136.71342 -12.59861
136.70384 -12.60963
136.69416 -12.62536
136.68807 -12.64053
136.68135 -12.65885
136.68022 -12.67925
136.68832 -12.69412
136.69949 -12.70337
136.68678 -12.71137
136.67132 -12.70534
136.65634 -12.71146
136.64396 -12.7015
136.62127 -12.70549
136.61083 -12.71559
136.6031 -12.7312
136.60571 -12.75039
136.62072 -12.7567
136.62481 -12.77511
136.61431 -12.79248
136.60887 -12.8148
136.61456 -12.82995
136.59783 -12.82555
136.58512 -12.81804
136.58137 -12.80049
136.58512 -12.78235
136.58088 -12.76616
136.56597 -12.76055
136.55421 -12.75151
136.5399 -12.74156
136.52896 -12.75241
136.5268 -12.77065
136.53286 -12.78521
136.53779 -12.80535
136.5193 -12.80736
136.51077 -12.7951
136.50117 -12.78412
136.48902 -12.77445
136.47058 -12.77666
136.47279 -12.79553
136.48847 -12.8013
136.48159 -12.81625
136.47973 -12.83861
136.49096 -12.84847
136.50646 -12.85343
136.5117 -12.86864
136.52766 -12.87462
136.54234 -12.88056
136.54313 -12.9016
136.54859 -12.91767
136.56747 -12.91968
136.58297 -12.92501
136.59733 -12.93067
136.61164 -12.93675
136.62467 -12.95246
136.63888 -12.95855
136.64022 -12.97741
136.64712 -12.99294
136.66127 -12.99979
136.65513 -13.01572
136.63439 -13.01672
136.63204 -12.99699
136.62675 -12.98184
136.6208 -12.96772
136.60226 -12.97407
136.5959 -12.99044
136.58187 -12.99852
136.58702 -13.01349
136.56668 -13.01507
