# Meuse (Maas) catchment
5.825 49.650 6011000
5.842 49.650 6011000
5.842 49.633 6011000
5.850 49.633 6011000
5.850 49.608 6011000
5.858 49.608 6011000
5.858 49.600 6011000
5.867 49.600 6011000
5.867 49.592 6011000
5.892 49.592 6011000
5.892 49.600 6011000
5.900 49.600 6011000
5.900 49.608 6011000
5.925 49.608 6011000
5.925 49.600 6011000
5.933 49.600 6011000
5.933 49.592 6011000
5.950 49.592 6011000
5.950 49.583 6011000
5.958 49.583 6011000
5.958 49.550 6011000
5.950 49.550 6011000
5.950 49.533 6011000
5.942 49.533 6011000
5.942 49.525 6011000
5.933 49.525 6011000
5.933 49.517 6011000
5.925 49.517 6011000
5.925 49.508 6011000
5.908 49.508 6011000
5.908 49.500 6011000
5.900 49.500 6011000
5.900 49.483 6011000
5.892 49.483 6011000
5.892 49.458 6011000
5.900 49.458 6011000
5.900 49.450 6011000
5.942 49.450 6011000
5.942 49.417 6011000
5.933 49.417 6011000
5.933 49.408 6011000
5.925 49.408 6011000
5.925 49.400 6011000
5.917 49.400 6011000
5.917 49.392 6011000
5.900 49.392 6011000
5.900 49.383 6011000
5.875 49.383 6011000
5.875 49.358 6011000
5.850 49.358 6011000
5.850 49.350 6011000
5.842 49.350 6011000
5.842 49.342 6011000
5.833 49.342 6011000
5.833 49.333 6011000
5.825 49.333 6011000
5.825 49.325 6011000
5.817 49.325 6011000
5.817 49.317 6011000
5.800 49.317 6011000
5.800 49.300 6011000
5.808 49.300 6011000
5.808 49.267 6011000
5.792 49.267 6011000
5.792 49.258 6011000
5.783 49.258 6011000
5.783 49.233 6011000
5.750 49.233 6011000
5.750 49.242 6011000
5.733 49.242 6011000
5.733 49.250 6011000
5.700 49.250 6011000
5.700 49.258 6011000
5.692 49.258 6011000
5.692 49.275 6011000
5.675 49.275 6011000
5.675 49.283 6011000
5.667 49.283 6011000
5.667 49.292 6011000
5.650 49.292 6011000
5.650 49.300 6011000
5.608 49.300 6011000
5.608 49.292 6011000
5.575 49.292 6011000
5.575 49.300 6011000
5.558 49.300 6011000
5.558 49.292 6011000
5.550 49.292 6011000
5.550 49.283 6011000
5.525 49.283 6011000
5.525 49.275 6011000
5.492 49.275 6011000
5.492 49.267 6011000
5.467 49.267 6011000
5.467 49.258 6011000
5.442 49.258 6011000
5.442 49.267 6011000
5.433 49.267 6011000
5.433 49.233 6011000
5.442 49.233 6011000
5.442 49.217 6011000
5.433 49.217 6011000
5.433 49.192 6011000
5.458 49.192 6011000
5.458 49.183 6011000
5.467 49.183 6011000
5.467 49.167 6011000
5.475 49.167 6011000
5.475 49.150 6011000
5.483 49.150 6011000
5.483 49.142 6011000
5.492 49.142 6011000
5.492 49.125 6011000
5.508 49.125 6011000
5.508 49.117 6011000
5.517 49.117 6011000
5.517 49.108 6011000
5.525 49.108 6011000
5.525 49.100 6011000
5.533 49.100 6011000
5.533 49.092 6011000
5.542 49.092 6011000
5.542 49.083 6011000
5.550 49.083 6011000
5.550 49.075 6011000
5.558 49.075 6011000
5.558 49.050 6011000
5.575 49.050 6011000
5.575 49.033 6011000
5.583 49.033 6011000
5.583 49.025 6011000
5.600 49.025 6011000
5.600 49.017 6011000
5.617 49.017 6011000
5.617 49.008 6011000
5.625 49.008 6011000
5.625 49.000 6011000
5.658 49.000 6011000
5.658 48.992 6011000
5.667 48.992 6011000
5.667 48.983 6011000
5.675 48.983 6011000
5.675 48.933 6011000
5.667 48.933 6011000
5.667 48.925 6011000
5.658 48.925 6011000
5.658 48.917 6011000
5.650 48.917 6011000
5.650 48.900 6011000
5.633 48.900 6011000
5.633 48.883 6011000
5.625 48.883 6011000
5.625 48.867 6011000
5.617 48.867 6011000
5.617 48.800 6011000
5.625 48.800 6011000
5.625 48.792 6011000
5.650 48.792 6011000
5.650 48.783 6011000
5.667 48.783 6011000
5.667 48.775 6011000
5.675 48.775 6011000
5.675 48.767 6011000
5.683 48.767 6011000
5.683 48.758 6011000
5.708 48.758 6011000
5.708 48.750 6011000
5.742 48.750 6011000
5.742 48.742 6011000
5.750 48.742 6011000
5.750 48.733 6011000
5.767 48.733 6011000
5.767 48.725 6011000
5.775 48.725 6011000
5.775 48.717 6011000
5.783 48.717 6011000
5.783 48.692 6011000
5.775 48.692 6011000
5.775 48.683 6011000
5.767 48.683 6011000
5.767 48.650 6011000
5.775 48.650 6011000
5.775 48.642 6011000
5.783 48.642 6011000
5.783 48.633 6011000
5.792 48.633 6011000
5.792 48.625 6011000
5.808 48.625 6011000
5.808 48.592 6011000
5.817 48.592 6011000
5.817 48.583 6011000
5.825 48.583 6011000
5.825 48.575 6011000
5.833 48.575 6011000
5.833 48.542 6011000
5.867 48.542 6011000
5.867 48.533 6011000
5.883 48.533 6011000
5.883 48.525 6011000
5.892 48.525 6011000
5.892 48.517 6011000
5.900 48.517 6011000
5.900 48.508 6011000
5.908 48.508 6011000
5.908 48.500 6011000
5.917 48.500 6011000
5.917 48.508 6011000
5.942 48.508 6011000
5.942 48.500 6011000
5.950 48.500 6011000
5.950 48.483 6011000
5.942 48.483 6011000
5.942 48.458 6011000
5.950 48.458 6011000
5.950 48.442 6011000
5.958 48.442 6011000
5.958 48.433 6011000
5.967 48.433 6011000
5.967 48.408 6011000
5.975 48.408 6011000
5.975 48.383 6011000
5.992 48.383 6011000
5.992 48.375 6011000
6.000 48.375 6011000
6.000 48.367 6011000
6.008 48.367 6011000
6.008 48.350 6011000
5.992 48.350 6011000
5.992 48.333 6011000
6.000 48.333 6011000
6.000 48.317 6011000
5.992 48.317 6011000
5.992 48.292 6011000
6.000 48.292 6011000
6.000 48.233 6011000
5.992 48.233 6011000
5.992 48.217 6011000
6.000 48.217 6011000
6.000 48.208 6011000
6.008 48.208 6011000
6.008 48.192 6011000
6.017 48.192 6011000
6.017 48.175 6011000
6.008 48.175 6011000
5.983 48.175 6011000
5.983 48.167 6011000
5.975 48.167 6011000
5.975 48.158 6011000
5.967 48.158 6011000
5.967 48.150 6011000
5.958 48.150 6011000
5.958 48.142 6011000
5.925 48.142 6011000
5.925 48.133 6011000
5.917 48.133 6011000
5.917 48.125 6011000
5.883 48.125 6011000
5.883 48.092 6011000
5.850 48.092 6011000
5.850 48.083 6011000
5.833 48.083 6011000
5.833 48.075 6011000
5.825 48.075 6011000
5.825 48.067 6011000
5.817 48.067 6011000
5.817 48.050 6011000
5.800 48.050 6011000
5.800 48.042 6011000
5.775 48.042 6011000
5.775 48.033 6011000
5.767 48.033 6011000
5.767 48.042 6011000
5.758 48.042 6011000
5.758 48.050 6011000
5.750 48.050 6011000
5.750 48.058 6011000
5.717 48.058 6011000
5.717 48.050 6011000
5.700 48.050 6011000
5.700 48.042 6011000
5.667 48.042 6011000
5.667 48.033 6011000
5.642 48.033 6011000
5.642 48.025 6011000
5.625 48.025 6011000
5.625 48.000 6011000
5.633 48.000 6011000
5.633 47.992 6011000
5.642 47.992 6011000
5.642 47.967 6011000
5.583 47.967 6011000
5.583 47.958 6011000
5.558 47.958 6011000
5.558 47.950 6011000
5.500 47.950 6011000
5.500 47.942 6011000
